word,transcription,definition,note
𐀃-𐀓-𐀙-𐀺,o-ku-na-wo,compound anthroponym (shortened form: o-ku-no) KN V: a-ke-u anthroponym di-we-so [[i-wa-ka]] ka-pa-ri-jo ki-si-wi-jo [[me-nu-wa]] pe-ri-ta wi-da-jo anthroponym wo-di-jo anthroponym ,
𐀃-𐀓-𐀜,o-ku-no,anthroponym shortened form of o-ku-na-wo (cf. pe-ri-mo pe-ri-me-de; pe-ri-to pe-ri-to-wo; etc.) Ventris & Chadwick 1973: anthroponym KN Da: a-ko-ro-qo-ro e-ki-no au-ri-jo po-i-te-u KN Da: a-ka KN Da: OVIS  ,
𐀃-𐀖-𐀪-𐀍-𐀂,o-mi-ri-jo-i,•recipients of oil Mühlestein 1958: 'Rain-spirits' ⇔ Ζεύς ὄμβρίος KN Fh: OLE ,
𐀃-𐀖-𐀪-𐀍-𐀂,o-mi-ri-jo-i,to the rain spirits,
𐀃-𐀖-𐀪-𐀰,o-mi-ri-so,•anthroponym ,
𐀃-𐀘-𐀏-𐀨,o-mu-ka-ra,•anthroponym? LANA: KN Od ,
𐀃-𐀙,o-na,plausible toponym •1. (KN M) possibly a toponym 2. (PY Ua) perhaps plural of o-no •allative of toponym o-no? •1. (KN E) ethnic adjective of o-na 2. (KN Dv PY Jn) anthroponym TBD  ,
𐀃-𐀙-𐀮-𐀄,o-na-se-u,•anthroponym ⇔ Cypr. Ὀνασι- (Szemerényi 1957) Masson 1967: TBD Heubeck 1957: TBD  Heubeck 1957 TBD Masson 1967 TBD Szemerényi 1957 TBD,
𐀃-𐀙-𐀳-𐀩,o-na-te-re,•'persons holding an o-na-to' ⇔ ὀνητωρ ,
𐀃-𐀙-𐀵,o-na-to,•a portion (of land) enjoyed beneficiary right; accusative singular neuter Chadwick & Ventris 1956: One might have considered translating o-na-to as ὠνητόν (Dor. ὠνατόν) 'bought buyable' whatever this precisely means in a primitive economy; but the Skt. vasnám suggests that ὠνή (Lesb. ὀννα) should have initial *w- and a derivation of the Mycenaean term from ὀνίνημι 'bestow a benefit' is more probable. Palaeolexicon: lease field Wiktionary: lease field •accusative plural  Chadwick John and Michael Ventris 1956 Documents in Mycenaean Greek,
𐀃-𐀙-𐀵,o-na-to,•a portion (of land) enjoyed beneficiary right; accusative singular neuter Chadwick & Ventris 1956: One might have considered translating o-na-to as ὠνητόν (Dor. ὠνατόν) 'bought buyable' whatever this precisely means in a primitive economy; but the Skt. vasnám suggests that ὠνή (Lesb. ὀννα) should have initial *w- and a derivation of the Mycenaean term from ὀνίνημι 'bestow a benefit' is more probable. Palaeolexicon: lease field Wiktionary: lease field •accusative plural  Chadwick John and Michael Ventris 1956 Documents in Mycenaean Greek,
𐀃-𐀙-𐀵,o-na-to,lease field,
𐀃-𐀚-𐀄,o-ne-u,•anthroponym ⇔ Ὀρνεύς OVIS: KN Dd ri-jo-no: KN Dd ,
𐀃-𐀜,o-no,donkeys,
𐀃-𐀜,o-no, 1. price ⇔ ὂνιος 'useful' ὀνίνημι 'profit' (PY An) Palaeolexicon: donkeys •  1. consideration payment   2. donkey(s) ⇔ ὄνος Lejeune 1964: benefit ⇔ ὀνίνημι •toponym •ethnic adjective  Lejeune TBD,
𐀃-𐀝,o-nu,•In view of assocation with wool probably variant spelling of o-nu-ka. ,
𐀃-𐀝-𐀏,o-nu-ka,Leukart 1987: stitched on •obscure word in a textile context •nominative plural •women who make o-nu-ke; nominative plural feminine •genitive plural • po-ki-ro-nu-ka • re-u-ko-nu-ka  Leukart Alex 1987 Tractata Mycenaea Mycenaean O-NU-KA O-NU-KE etc.: A concealed root-compound?”,
𐀃-𐀞,o-pa, TBD •'contribution' nominative and genitive singular Appears as ki-ta-ne-to  / su-ri-mo  e-ne-ka  o-pa VIR (1) on KN Am 821.1. Appears as si-ja-du-we  [[ta-ra|(ta)-(ra)]]  / i-je-[ ]-u  po-me  e-ne-ka  o-pa X VIR 1 on KN Am 821.2. Appears as o-we-to  o-pa  OVISm 15 on KN Dm 1184+. Appears as e-re-pa-te-jo  o-po-qo  ke-ra-ja-pi  o-pi-i-ja-pi [[ko-ki-da]]  o-pa CUR 3 on KN Sd 4403+.a. Appears as a-re-ki-si-to-jo  o-pa on KN Sf 4420.a. Appears as [[ko-ki-da|ko-(ki)-da]]  o-pa ne-wa on KN So 4430.a. Appears as to-ra-ke  [[a-me-ja-to]]  o-pa  me-za-na  wo-ke  ne-(wo)[ ]5 on PY Sh 736. Appears as [[pa-ra-wo]]  o-pa *171 30 on TH Wu 46.β-γ. Appears as [.]-pe-(re)-ta o-pa *171 30 on TH Wu 56.β-γ. Appears as o-pa qe-ri-jo-jo on TH Wu 58.βa-βb. Appears as WE o-pa on TH Wu 64.α-β Appears as o-pa *171 30 on TH Wu 76.γ. Appears as ra-mi-jo  o-pa on TH Wu 88.β. Appears as *180+DI o-pa on TH Wu 429.α-β. CAP: PY Wr TH Wu [[CAPS]]: KN Sf? CUR: KN Sd GRA: KN E OVIS: KN Ce KN Dm ROTA: KN So? SUS: TH Wu TELA: KN L to-ra-ke: PY Sh VIR: KN Am *171: TH Wu *180+DI: TH Wu a-ma-ru-to: TH Wu pa-i-to: KN Dm ra-mi-jo: TH Wu si-ja-du-we: KN Am su-ri-mo: KN Am  Melena José 1983 Res Mycenaeae (ed. Heubeck & Neumann) Further Thoughts on Mycenaean o-pa,
𐀃-𐀞,o-pa,working activity,
𐀃-𐀞-𐀺-𐀚-𐀊,o-pa-wo-ne-ja,•obscure not to be connected with ὀπάων KN Fh: OLE ,
𐀃-𐀞-𐀺-𐀲,o-pa-wo-ta,,
𐀃-𐀞-𐀺-𐀲,o-pa-wo-ta,tackle,
𐀃-𐀟,o-pe,•Obscure. (i.e. unknown) ,
𐀃-𐀟-𐀣,o-pe-qa,•anthroponym ⇔ [[o-qe-qa]]? ,
𐀃-𐀟-𐀨-𐀜,o-pe-ra-no,•anthroponym ⇔ (-no -no-re) a-ta-no me-ta-no ne-ti-ja-no [[re-ke-da-no]] to-wa-no •dative of o-pe-ra-no ⇔ (-no -no-ro) me-ti-ja-no •genitive of o-pe-ra-no ,
𐀃-𐀟-𐀩-𐀲,o-pe-re-ta,•anthroponym ⇔ Ὀφελέστης (Iliad VIII.274+) Appears as ma-ro-pi  o-pe-re-(ta)  we-da-ne-wo OVISf 86 on PY Cn 655. OVIS: PY Cn ,
𐀃-𐀟-𐀫,o-pe-ro,advantage benefit,
𐀃-𐀟-𐀫,o-pe-ro,Palaeolexicon: advantage benefit / debt deficiency Wiktionary deficit under obligation •1. deficit advantage ⇔ ὄφελος 2. being under obligation Ruipérez 1985: non-copulative -qe; [...] according to Greek usage the second -qe [in PY Eb 149] cannot coordinate the personal verb te-re-ja to the particle o-pe-ro. ⇔ (-se -ta) a-pe-o? •nominative singular feminine of o-pe-ro2 •3rd person plural present indicative thus they owe of o-pe-ro2 ⇔ (-se -ta) a-pe-o? •accusative singular masculine of o-pe-ro2 •nominative plural masculine of o-pe-ro2 •3rd person plural aorist indicative thus they owed of o-pe-ro2 o-pe-ro  is always less than or equal to . Interestingly the only contrary evidence appears on PY Ad 679 and the o-pe-ro VIR quantity which is greater than the VIR quantity was erased by the scribe.  Ruipérez Martín S. 1985 Tractata Mycenaea Subjunctive Forms in Mycenaean Texts kar WNXIII.95,
𐀃-𐀟-𐀫,o-pe-ro,Palaeolexicon: advantage benefit / debt deficiency Wiktionary deficit under obligation •1. deficit advantage ⇔ ὄφελος 2. being under obligation Ruipérez 1985: non-copulative -qe; [...] according to Greek usage the second -qe [in PY Eb 149] cannot coordinate the personal verb te-re-ja to the particle o-pe-ro. ⇔ (-se -ta) a-pe-o? •nominative singular feminine of o-pe-ro2 •3rd person plural present indicative thus they owe of o-pe-ro2 ⇔ (-se -ta) a-pe-o? •accusative singular masculine of o-pe-ro2 •nominative plural masculine of o-pe-ro2 •3rd person plural aorist indicative thus they owed of o-pe-ro2 o-pe-ro  is always less than or equal to . Interestingly the only contrary evidence appears on PY Ad 679 and the o-pe-ro VIR quantity which is greater than the VIR quantity was erased by the scribe.  Ruipérez Martín S. 1985 Tractata Mycenaea Subjunctive Forms in Mycenaean Texts kar WNXIII.95,
𐀃-𐀟-𐀫,o-pe-ro,Palaeolexicon: advantage benefit / debt deficiency Wiktionary deficit under obligation •1. deficit advantage ⇔ ὄφελος 2. being under obligation Ruipérez 1985: non-copulative -qe; [...] according to Greek usage the second -qe [in PY Eb 149] cannot coordinate the personal verb te-re-ja to the particle o-pe-ro. ⇔ (-se -ta) a-pe-o? •nominative singular feminine of o-pe-ro2 •3rd person plural present indicative thus they owe of o-pe-ro2 ⇔ (-se -ta) a-pe-o? •accusative singular masculine of o-pe-ro2 •nominative plural masculine of o-pe-ro2 •3rd person plural aorist indicative thus they owed of o-pe-ro2 o-pe-ro  is always less than or equal to . Interestingly the only contrary evidence appears on PY Ad 679 and the o-pe-ro VIR quantity which is greater than the VIR quantity was erased by the scribe.  Ruipérez Martín S. 1985 Tractata Mycenaea Subjunctive Forms in Mycenaean Texts kar WNXIII.95,
𐀃-𐀟-𐀫,o-pe-ro,Palaeolexicon: advantage benefit / debt deficiency Wiktionary deficit under obligation •1. deficit advantage ⇔ ὄφελος 2. being under obligation Ruipérez 1985: non-copulative -qe; [...] according to Greek usage the second -qe [in PY Eb 149] cannot coordinate the personal verb te-re-ja to the particle o-pe-ro. ⇔ (-se -ta) a-pe-o? •nominative singular feminine of o-pe-ro2 •3rd person plural present indicative thus they owe of o-pe-ro2 ⇔ (-se -ta) a-pe-o? •accusative singular masculine of o-pe-ro2 •nominative plural masculine of o-pe-ro2 •3rd person plural aorist indicative thus they owed of o-pe-ro2 o-pe-ro  is always less than or equal to . Interestingly the only contrary evidence appears on PY Ad 679 and the o-pe-ro VIR quantity which is greater than the VIR quantity was erased by the scribe.  Ruipérez Martín S. 1985 Tractata Mycenaea Subjunctive Forms in Mycenaean Texts kar WNXIII.95,
𐀃-𐀟-𐀮-𐀵,o-pe-se-to,•anthroponym Appears as ti-mi-to  [[a-ke-e]]  o-pe-se-to  [[a-ke-o-jo]] OVISf 60 on PY Cn 600. OVIS: PY Cn ,
𐀃-𐀟-𐀲,o-pe-ta,•anthroponym ⇔ Ὀφέλτας ,
𐀃-𐀟-𐀳-𐀩-𐀄,o-pe-te-re-u,•anthroponym ⇔ o-pe-to-re-u ,
𐀃-𐀟-𐀳-𐀸,o-pe-te-we,•anthroponym dative? •genitive of o-pe-te-we? + connective enclitic -qe ROTA: KN So ZE: KN So *161: KN L ,
𐀃-𐀟-𐀵-𐀩-𐀄,o-pe-to-re-u,•anthroponym variant or incorrect spelling of o-pe-te-re-u ,
𐀃-𐀠,o-pi,on; in compound words  at over •in charge of Killen 1968: 'at the workshop of' 'chez' • o-pi-a2-ra • o-pi-i-ja-pi • o-pi-ke-re-mi-ni-ja • o-pi-ko-ru-si-ja    Killen John T. 1968 Atti e Memorie del Congresso internazionale di Micenologia (Roma 1967) The Knossos o-pi Tablets,
𐀃-𐀠-𐀀-𐀨,o-pi-a-ra,coastal,
𐀃-𐀠-𐀁-𐀆-𐀂,o-pi-e-de-i,•'at her seat' ⇔ ἕδος (Iliad V.360+) ,
𐀃-𐀠-𐀁-𐀆-𐀂,o-pi-e-de-i,•probably to be read as two words: opi hedeï 'at her seat' (i.e. shrine or temple) ,
𐀃-𐀠-𐀂-𐀀-𐀊-𐀠,o-pi-i-a-ja-pi,blinkers,
𐀃-𐀠-𐀂-𐀊-𐀠,o-pi-i-ja-pi,•part of the harness or equipment of a chariot 'attachment to reins' See o-po-qo. [[CAPS]]: KN Sf? CUR: KN Sd ,
𐀃-𐀠-𐀅-𐀖-𐀍,o-pi-da-mi-jo,accountable men of village,
𐀃-𐀠-𐀅-𐀖-𐀍,o-pi-da-mi-jo,•resident ⇔ ἐπιδήμιος (Odyssey I 194+) ,
𐀃-𐀠-𐀆-𐀰-𐀗,o-pi-de-so-mo,•bindings ⇔ ἐπἰδεσμος ,
𐀃-𐀠-𐀊-𐀫,o-pi-ja-ro,,
𐀃-𐀠-𐀏-𐀟-𐀁-𐀸,o-pi-ka-pe-e-we,accountable man of ships,
𐀃-𐀠-𐀏-𐀟-𐀁-𐀸,o-pi-ka-pe-e-we,•title of an overseer PY Jn: du-ma-te ka-ra-wi-po-ro o-pi-su-ko in a -qe list. ,
𐀃-𐀠-𐀏-𐀟-𐀁-𐀸-𐀤,o-pi-ka-pe-e-we-qe,•title of an overseer ,
𐀃-𐀠-𐀐-𐀩-𐀖-𐀛-𐀊,o-pi-ke-re-mi-ni-ja,'back' of the chair •some part of a chair ⇔ ἀμφικέλεμνον? κρημνός? •instrumental plural of o-pi-ke-re-mi-ni-ja Bernabé Alberto and Eugenio R. Luján 2008 A Companion Guide to Linear B: Mycenaean Greek Texts and their World vol. I (ed. Yves Duhoux and Anna Morpurgo Davies)  ,
𐀃-𐀠-𐀐-𐀪-𐀍,o-pi-ke-ri-jo,•toponym •allative of o-pi-ke-ri-jo Appears as o-pi-ke-ri-jo-de  [[ki-ti-ta]]  o-pe-ro-ta  [[e-re-e]] VIR 1 VIR on PY An 724. ,
𐀃-𐀠-𐀐-𐀹-𐀪-𐀋-𐀄,o-pi-ke-wi-ri-je-u,•description of a tripod-cauldron ,
𐀃-𐀠-𐀒-𐀬-𐀯-𐀊,o-pi-ko-ru-si-ja,•'on the helmet' ⇔ [[e-pi-ko-ru-si-ja]] ,
𐀃-𐀠-𐀒-𐀺,o-pi-ko-wo,•perhaps a title ⇔ e-pi-ko-wo PY Jn: o-pi-su-ko ,
𐀃-𐀠-𐀕-𐀚,o-pi-me-ne,•per month ⇔ me-no ,
𐀃-𐀠-𐀥-𐀙,o-pi-qi-na,•probably to be divided: o-pi qi-na ,
𐀃-𐀠-𐀨-𐀂-𐀊,o-pi-ra-i-ja,•toponym? ,
𐀃-𐀠-𐀪-𐀖-𐀛-𐀍,o-pi-ri-mi-ni-jo,•anthroponym ⇔ Ἐπιλίμνιος title of Poseidon BIG: KN Sc EQU ZE: KN Sc TUN: KN Sc ,
𐀃-𐀠-𐀫-𐀦,o-pi-ro-qo,•'remaining supernumerary' ⇔ ἐπίλοιπος ,
𐀃-𐀠-𐀯-𐀍,o-pi-si-jo,•anthroponym ⇔ Ὄψιος ,
𐀃-𐀠-𐀯-𐀪-𐀊-𐀸,o-pi-si-ri-ja-we,•meaning obscure Appears as o-pi-si-ri-ja-we pe-ko-to on KN L 8105. ko TELA: KN L? LANA: KN Lc re TELA: KN L? TELA: KN L? TELA+TE: KN Lc ,
𐀃-𐀠-𐀱-𐀒,o-pi-su-ko,accountable man of figs,
𐀃-𐀠-𐀱-𐀒,o-pi-su-ko,•'overseer of figs'? PY Jn 829: du-ma-te ka-ra-wi-po-ro po-ro-ko-re-te o-pi-ka-pe-e-we in a -qe list. PY Jn 881: o-pi-ko-wo ,
𐀃-𐀠-𐀳-𐀄-𐀐-𐀁-𐀸,o-pi-te-u-ke-e-we,•probably a title 'overseer of τεύχεα' nominative plural and dative singular •defective spelling of o-pi-te-u-ke-e-we •error for o-pi-te-u-ke-e-we? ,
𐀃-𐀠-𐀳-𐀐-𐀁-𐀄,o-pi-te-ke-e-u,•title of an official? error for [[o-pi-te-u-ke-e-u]]? ,
𐀃-𐀠-𐀴-𐀛-𐀊-𐀲,o-pi-ti-ni-ja-ta,•title of a priest ,
𐀃-𐀠-𐁀-𐀨,o-pi-a2-ra,Ruijgh 2011: 'coastal region' from the Homeric and Arcado-Cyprian root ἁλ- 'sea' •'coastal regions' ⇔ ἐφαλος (Iliad II.538+)  Ruijgh C.J. 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) Mycenaean and Homeric Language,
𐀃-𐀠-𐁉-𐀳-𐀩,o-pi-ra3-te-re,•fittings for beams? ⇔ ῥαιστήρ ,
𐀃-𐀠-𐁉-𐀳-𐀩,o-pi-ra3-te-re,fittings for beams,
𐀃-𐀡-𐀦,o-po-qo,blinkers,
𐀃-𐀡-𐀦,o-po-qo,Duhoux 2011: 'blinkers' ⇔ o-pi- 'on' + *okw- (ὄψ ὤψ 'eye face') •'blinkers' ⇔ πρός-ωπον μέτ-ωπον Appears as ]a-ra-ru-ja  a-ni-ja-pi  wi-ri-ni-jo  o-po-qo  ke-ra-ja-pi  o-pi-i-ja-pi on KN Sd 4401+. Appears as e-re-pa-te-jo  o-po-qo  ke-ra-ja-pi  o-pi-i-ja-pi [[ko-ki-da]]  o-pa on KN Sd 4403+. Appears as ]jo  [[i-qo-e-qe]]  wi-ri-ni-jo  o-po-qo  ke-ra-(ja)-(pi) [ ] (o)-pi-i-ja-pi on KN Sd 4404. Appears as wi-ri-ni-jo  o-po-qo  ke-ra-ja-pi  o-pi-i-ja-pi  [[o-u-qe]]  pte-no  [ on KN Sd 4405+. Appears as ]wi-ri-ni-jo  o-po-qo  [ on KN Sd 4406. Appears as ]we-jo  [[i-qo-e-qe]]  wi-ri-ni-jo  o-po-qo  ke-ra-ja-pi  o-pi-i-ja-pi on KN Sd 4407+. Appears as ](a)-ra-ru-wo-ja  a-ni-ja-pi  wi-re-ne-o  o-po-qo  ke-ra-ja-pi  o-pi-(i)-(ja)[ on KN Sd 4408+. Appears as ]ja  a-ni-ja-pi  wi-ri-ni-jo  o-po-qo  ke-ra-ja-pi  o-pi-i-ja-pi on KN Sd 4413. Appears as wi-ri-ne-jo  o-po-qo  ke-ra-ja-pi  o-pi-i-ja-pi on KN Sd 4415+. Appears as ] wi-ri-ne-jo  o-po-qo [ on KN Sd 4468. Appears as ]jo  o-po-qo  (ka)-ke-(ja)-pi  o-pi-i-ja-pi  o-[ on KN Sd 5091+. Appears as ] wi-ri-ne-o  o-po-qo  ke-ra-ja-pi  o-pi-i-ja-pi on KN Sf 4428. [[CAPS]]: KN Sf? CUR: KN Sd  Duhoux Yves 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II Interpreting the Linear B Records: Some Guidelines,
𐀃-𐀡-𐀫,o-po-ro,they owed,
𐀃-𐀡-𐀫-𐀄-𐀯-𐀍,o-po-ro-u-si-jo,•anthroponym ,
𐀃-𐀡-𐀫-𐀕-𐀜,o-po-ro-me-no,•anthroponym ⇔ ὄπλομαι PY Es: a-ne-o a-re-ku-tu-ru-wo a3-ki-wa-ro ka-ra-i ko-pe-re-wo ku-da-ma-ro pi-ro-ta-wo se-no wo-ro-ti-ja-o ,
𐀃-𐀦-𐀃-𐀑-𐀳,o-qo-o-ki-te,•meaning obscure Appears as [[ku-do-ni-ja|ku-do-ni-ja-de]]  di-du-me  o-qo-o-ki-te on KN L 588+. ,
𐀃-𐀩-𐀂,o-re-i,•'on the mountain'? ⇔ ὄρος locative? ,
𐀃-𐀩-𐀃-𐀡,o-re-o-po,•obscure (i.e. not defined) ,
𐀃-𐀩-𐀗-𐀀-𐀐-𐀩-𐀄,o-re-mo-a-ke-re-u,•toponym PY Jn: a-ke-re-wa a-si-ja-ti-ja ro-u-so etc. AES M: PY Jn ,
𐀃-𐀩-𐀚-𐀊,o-re-ne-ja,•adjective describing cloths 'decorated with angular pattern'? ⇔ ὠλένη •variant spelling of o-re-ne-ja •dual of o-re-ne-ja TELA: KN L *161: KN L KN Ld ,
𐀃-𐀩-𐀳-𐀺,o-re-te-wo,•anthroponym genitive KN Dq: OVIS KN Dq: da-*22-to ,
𐀃-𐀪-𐀒,o-ri-ko,•hardly [an anthroponym] perhaps nominative plural ,
𐀃-𐀪-𐀒,o-ri-ko,few,
𐀃-𐀪-𐀗,o-ri-mo,•anthroponym? ,
𐀃-𐀫-𐀐-𐀄,o-ro-ke-u,anthroponym •dative of o-ro-ke-u ,
𐀃-𐀬-𐀔-𐀵,o-ru-ma-to,•toponym ⇔ Ἐρύμανθος •probably an ethnic of o-ru-ma-to ,
𐀃-𐀭-𐀡-𐀵,o-sa-po-to,•anthroponym? ,
𐀃-𐀳,o-te,Palaeolexicon: when (Cypriot: that one) •when ⇔ ὅτε Chadwick John & Michael Ventris 1973 Documents in Mycenaean Greek,
𐀃-𐀳,o-te,when,
𐀃-𐀳-𐀮-𐀄,o-te-se-u,•anthroponym ,
𐀃-𐀵-𐀺-𐀹-𐀋,o-to-wo-wi-je, anthroponym. straight ⇔ ὀρθός The second part of this compound is puzzling (perhaps *-wijes from the root *wei- 'rush' - ⇔ the future εἲσομαι <*ƒείσομαι [??] - and [??] a feminine ending in -ης). •anthroponym  ,
𐀃-𐀶,o-tu,•anthroponym ,
𐀃-𐀶-𐀺-𐀸,o-tu-wo-we,•anthroponym •dative of o-tu-wo-we •genitive of o-tu-wo-we ,
𐀃-𐀷-𐀯-𐀍,o-wa-si-jo,•anthroponym ,
𐀃-𐀸-𐀵,o-we-to,•anthroponym genitive KN Dm: OVIS ,
𐀃-𐀹-𐀫,o-wi-ro,•anthroponym ⇔ Ὀιλεύς OVIS: KN Dd *56-ko-we: KN Dd ,
𐀃-𐀺-𐀸,o-wo-we,•with a single handle or provided with handles? ,
𐀃-𐁀,o-a2,•form of o-da-a2 used when not connective ,
𐀃-𐁒-𐀇,o-*22-di,•anthroponym ,
𐀃-𐁓-𐀲,o-*34-ta,•name of a class of men Appears as a2-te-po  de-wi-jo  ko-ma-we  o-*34-ta-qe  u-ru-pi-ja-jo  o-ru-ma-si-ja-jo VIR 30 on PY An 519. Appears as ku-ru-me-no-jo  o-ka  pe-ri-te-u  wo-ne-wa  a-ti-ja-wo  e-ru-ta-ra  o-*34-ta  me-ta-pi-jo  ke-ki-de  VIR 50 on PY An 654. VIR: PY An ,
𐀄-𐀈,u-do,•annotation to vessel labelled with PO; 'water'? ⇔ ὔδωρ [[u-do-ro]] ,
𐀄-𐀍-𐀙,u-jo-na,•anthroponym ,
𐀄-𐀏,u-ka,•toponym? ,
𐀄-𐀞-𐀨,u-pa-ra,•anthroponym ,
𐀄-𐀠-𐀊-𐀑-𐀪-𐀍,u-pi-ja-ki-ri-jo,•probably ethnic adjective of [[u-pa-ra-ki-ri-ja]] ,
𐀄-𐀡,u-po,under,
𐀄-𐀡-𐀸,u-po-we,according to its etymology must be some kind of undergarment (cf. ὑποέστης χιτών) made out of flax •description of tunics ⇔ ὑποέστης χιτών ,
𐀄-𐀣-𐀗,u-qa-mo,toponym Melena 1976 •toponym? ⇔ qa-mo with u- as definite article  ,
𐀄-𐀨-𐀍,u-ra-jo,•anthroponym ⇔ Ὑλαῖος Ὑραίος OVIS: KN Db KN Dv VIR: KN B qa-ra: KN Db qa-sa-ro-we: KN Db ra-su-to: KN Dv ,
𐀄-𐀨-𐀗-𐀜,u-ra-mo-no,•anthroponym KN As: ko-ni-da-jo anthroponym pe-te-ki-ja anthroponym pi-ri-no anthroponym qa-to-no-ro anthroponym etc. In a da-wo context on KN Da: ku-mo-no-so anthroponym ku-ne-u anthroponym KN Da: da-wo KN As: VIR KN Da: OVIS ,
𐀄-𐀬-𐀠-𐀊-𐀍,u-ru-pi-ja-jo,•description of men possibly ethnic nominative plural masculine •genitive singular of u-ri-pi-ja-jo BOS: PY Cn SA: PY Na VIR: PY An [[a2-ka-a3-ki-ri-jo]]: PY Cn o-ru-ma-to: PY Cn ,
𐀄-𐀬-𐀵,u-ru-to,guard protect,
𐀄-𐀲-𐀍,u-ta-jo,collector of sheep,
𐀄-𐀲-𐀍,u-ta-jo,Duhoux 2011: a 'Collector' •anthroponym a collector of sheep •genitive of u-ta-jo da-wo: KN Db KN De KN Dv da-*22-to: KN Da KN Dc KN Dv do-ti-ja: KN Da e-ko-so: KN Da KN De KN Dv e-ra: KN Da ?KN Dd KN De KN Dv ku-ta-to: KN Dc KN De pa-i-to: KN Da KN Dd qa-mo: KN Da qa-ra: KN Db ra-ja: KN Dc KN De ra-su-to: KN Db ri-jo-no: KN Da ru-ki-to: KN Dv su-ri-mo: KN De tu-ni-ja: KN Da KN Dv *56-ko-we: KN Da  Duhoux Yves 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II Interpreting the Linear B Records: Some Guidelines kar WNXVII.96 kar WNXVII.102 -jo-jo,
𐀄-𐀲-𐀍,u-ta-jo,Duhoux 2011: a 'Collector' •anthroponym a collector of sheep •genitive of u-ta-jo da-wo: KN Db KN De KN Dv da-*22-to: KN Da KN Dc KN Dv do-ti-ja: KN Da e-ko-so: KN Da KN De KN Dv e-ra: KN Da ?KN Dd KN De KN Dv ku-ta-to: KN Dc KN De pa-i-to: KN Da KN Dd qa-mo: KN Da qa-ra: KN Db ra-ja: KN Dc KN De ra-su-to: KN Db ri-jo-no: KN Da ru-ki-to: KN Dv su-ri-mo: KN De tu-ni-ja: KN Da KN Dv *56-ko-we: KN Da  Duhoux Yves 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II Interpreting the Linear B Records: Some Guidelines kar WNXVII.96 kar WNXVII.102 -jo-jo,
𐀄-𐀲-𐀜,u-ta-no,toponym not Itanos based on contradicting geographic evidence of place-name equation •toponym ⇔ Τάνος (loss of initial u- ⇔ classical Ὑδραμία -> modern Δράμια) •1. toponym possibly ⇔ Ἴτανος 2. anthroponym (KN Dd) Appears as u-ta-no  'a-ne-mo-i-je-re-ja' on KN Fp 13. u-ta-no (KN Dn): qa-motoponym u-ta-ni-jo (KN E): pu-si-joethnic ti-ri-ti-joethnic tu-ri-si-joethnic qa-mi-joethnic qa-ra-joethnic ra-ti-joethnic GRA: KN E OVIS: KN Db KN Dd KN Dh KN Dv VIR: KN B *168+SE: KN Pp mo-rehapax: KN Dv ro-rute-pa-ra ti-ri-to: KN Fh? ta-za-ro: KN Db *22-ri-ta-rohapax: KN Dv ra-to: KN Dd  Place-Names of the Knossos Tablets Identification and Location Witczak Krzysztof Tomasz 1992 Kadmos 31 Notes on Cretan Place-Names in the Linear B Tablets,
𐀄-𐀷-𐀯-𐀍,u-wa-si-jo,•anthroponym or patronymic adjective? ,
𐀄-𐀷-𐀲,u-wa-ta,•anthroponym ⇔ Ὑᾶται Ὑάντες AES: PY Jn OVIS: KN Dd ru-ki-to: KN Dd ,
𐀄-𐀺-𐀤-𐀚,u-wo-qe-ne,•alt. spelling or error for u-wo-qe-we ,
𐀄-𐀺-𐀤-𐀸,u-wo-qe-we,•title of an official perhaps nominative plural overseers  Palmer Leonard R. 1963 The Interpretation of Mycenaean Greek Texts,
𐀄-𐁊,u-ro2,•anthroponym ,
𐀅-𐀂-𐀊-𐀐-𐀩-𐀄,da-i-ja-ke-re-u,•anthroponym or epithet? 'divider of lands'? ,
𐀅-𐀂-𐀠-𐀲,da-i-pi-ta,•anthroponym ,
𐀅-𐀂-𐀦-𐀲,da-i-qo-ta,anthroponym a verbal governing compound (Rektionskomposita) meaning 'who kills in battle' ⇔ Δηιφόντης Homeric Δηΐφονος •anthroponym KN Da: pa-i-to KN Da: OVIS  ,
𐀅-𐀂-𐀨,da-i-ra,•anthroponym KN V: du-pu2-ra-zo di-zo [[o-ro-qa]] pu-ri qe-ro [[su-ko]] [[wa-je]] wi-da-ma-ro ,
𐀅-𐀂-𐀲-𐀨-𐀫,da-i-ta-ra-ro,•anthroponym ,
𐀅-𐀂-𐀺-𐀺,da-i-wo-wo,•anthroponym ,
𐀅-𐀂-𐀽-𐀵,da-i-ze-to,•anthroponym KN Da: qa-mo KN Da: OVIS ,
𐀅-𐀃-𐀲,da-o-ta,•anthroponym ,
𐀅-𐀄-𐀅-𐀫,da-u-da-ro,•anthroponym ,
𐀅-𐀄-𐀲-𐀫,da-u-ta-ro,•anthroponym ,
