word,transcription,note,definition,
𐀢-𐀲-𐀪-𐀊,pu-ta-ri-ja,Planterei,'•''orchard vineyard'' ⇔ φυταλιή Iliad VI.195: καλὸν φυταλιῆς καὶ ἀρούρης “a fair tract of orchard and of plough land” Iliad XII.314: καλὸν φυταλιῆς καὶ ἀρούρης πυροφόροιο a fair tract of orchard and of wheat-bearing plough-land KN E: GRA? ',
𐀢-𐀲-𐀲,pu-ta-ta,,•meaning obscure ,
𐀢-𐀳-𐀪-𐀊,pu-te-ri-ja,,•1. variant spelling of pu-ta-ri-ja? 2. derivative of pu-te? Appears as [[e-ri-ke-re-we]] / e-ke-pu-te-ri-ja [ on KN Uf 981 with ko-(to)-i-na on line .a. Appears as pe-ri-je-ja / e-ke  pu-te-ri-ja DA 1 ti-ri-to on KN Uf 1031+ with (ko)-to-i-na on line .a. Appears as pe-ri-qo-ta / e-ke-pu-te[ on KN Uf 1022+ with ko-to-(i) on line .a. DA: KN Uf ti-ri-to: KN Uf [[e-ke-pu-te-ri-ja]] = e-ke + pu-te-ri-ja ,
𐀢-𐀳-𐀪-𐀊,pu-te-ri-ja,Planterei,plantation,
𐀣-𐀨-𐀃,qa-ra-o,,•meaning obscure ,
𐀣-𐀨-𐀆-𐀫,qa-ra-de-ro,,•possibly name of a material? ,
𐀣-𐀯-𐀩-𐀄,qa-si-re-u,,'•chief ⇔ βασιλεύς Cypriot pa-si-le-wo-se Iliad I.80 II.205 III.179: βασιλεύς ''king'' Appears as qa-si-re-u  a-pi-qo-ta on PY Jn 431. Appears as qa-si-re-u  pa-qo-(si)[ on PY Jn 601. Appears as e-ri-ko-wo  qa-si-re-u on PY Jn 845. Appears as a-ke-ro  qa-si-re-u on PY Jo 438. AES: PY Jn AUR: PY Jo Iliad I.410: βασιλῆος ''of their king'' Iliad II.54: Πυλοιγενέος βασιλῆος ''[of] Pylos-born king'' Iliad II.85: σκηπτοῦχοι βασιλῆες ''sceptered kings'' Iliad II.188 VI.163: βασιλῆα ''king'' Iliad II.247 III.270: βασιλεῦσιν ''[of the] kings'' Iliad II.277 IX.59: βασιλῆας ''at kings kings of'' Iliad II.445: διοτρεφέες βασιλῆες ''Zeus-nurtured kings'' Iliad II.572: Σικυῶν᾽ ὅυ᾽ ἄρ᾽ Ἄδρηστος πρῶτ ἐμβασίλευεν ''[in] Sicyon in which first Adrastus was king'' Iliad III.170: βασιλῆι ''kingly'' Iliad IV.95: Ἀλεξάνδρῳ βασιλῆι ''of king Alexander'' Iliad IV.338: διοτρεφέες βασιλῆος ''Zeus-nurtured king'' (genitive singular) Iliad IV.402: βασιλῆος ''[of the] king'' (genitive singular) Iliad VI.193: τιμῆς βασιληιδος ''kingly honor'' (adjective) Iliad VII.106 VII.344 IX.710: βασιλῆες ''kings'' Iliad VIII.236: ὑπερμενέων βασιλήων ''mighty kings'' Iliad IX.160 IX.392: βασιλεύτερός ''kingly'' Iliad IX.334 IX.346: βασιλεῦσι ''[to] kings'' Iliad IX.616: βασίλευε ''king''  ',
𐀣-𐀯-𐀩-𐀄,qa-si-re-u,Quasirex,king local leader,
𐀣-𐀯-𐀩-𐀹-𐀊,qa-si-re-wi-ja,,•probably feminine singular ⇔ qa-si-re-u Appears as “qa-si-re-wi-ja  di-pa  a-no-wo-to” on KN K 875. See qa-si-re-u for inflections. ,
𐀤-𐀥-𐀜-𐀕-𐀙,qe-qi-no-me-na,,'•nominative singular feminine and probably instrumental plural of qe-qi-no-me-no Luján & Bernabé 2008: In contrast with a-ja-me-no ''inlaid'' which is always followed by an instrumental of material on the tablets qe-qi-no-me-no is followed by an instrumental referring to items with a specific shape so qe-qi-no-me-no/qe-qi-no-to to-qi-de must mean ''carved with a spiral'' [...] qe-qi-no-me-no [[e-wi-su-*79-ko]] perhaps ''carved with two symmetrical gazelles'' [...] •carved ⇔ δινωτός ⇔ (-to) e-re-pa-to e-ri-no-wo-to ko-ma-we-to •it is carved third person singular perfect qe-qi-no-to + connective enclitic qe ',
𐀤-𐀨-𐀙,qe-ra-na,ceramic caraffe,a vase type,
𐀤-𐀨-𐀙,qe-ra-na,,'•a bronze ewer or ''oinochoe'' of the type usual in the surviving bronze hoards: these generally show a horizontal ring 2/3 of the way from handle to base to help in pouring (cf. κορωνόFεσσα Ta 711?). Palmer''s comparison with πέλανος ''funerary libation'' would apparently involve an unetymological use of q-. Alternately ⇔ Old Norse huerna ''pot'' Gothic hwairnei (fem.) ''cranium'' (cf. Lat. testa)? Palmer TBD: funerary libation ⇔ πέλανος  Palmer TBD',
𐀤-𐀨-𐀯-𐀊,qe-ra-si-ja,,•theonym possibly connected with Θήρ ⇔ πότνια θηρῶν epithet of Artemis •male counterpart? variant? ,
𐀤-𐀨-𐀯-𐀊,qe-ra-si-ja,,epithet of artemis,
𐀤-𐀫,qe-ro,,bracelet,
𐀤-𐀳-𐀍,qe-te-jo,,'•''to be paid'' ''due'' Etymology uncertain: possibly queiteios from root of τίνω with analogical e-grade in root and suffix -teios (but -τέος believed to be Variants  ''to be paid (?)'' ⇔ τίνω ''pay'' [ἀπο]τιστέον A meaning such as ''to be delivered (??)'' would perhaps better fit all the contexts but it cannot be given a satifactory Greek interpretation. •variant spelling of qe-te-jo •neuter plural of qe-te-jo? •variant spelling of qe-te-a? Appears as re-po-to  qe-te-o ki-to on KN L 693. Appears as qe-te-a  te-re-no on KN Fp 363. Appears as *63-te-ra-de  [[di-wi-ja-me-ro]]  qe-te-jo  on TH Gp 109. qe-te-o KN L: po-po AES: KN L HORD: PY Un OLE: KN Fh KN Fp OLE+PA: PY Fr TELA: KN L VIN: TH Gp [[pu-ro]]: PY Un  ',
𐀤-𐀵,qe-to,,•name of a vessel; nominative dual and plural ,
𐀤-𐀵,qe-to,,vase type,
𐀤-𐀵-𐀫-𐀡-𐀠,qe-to-ro-po-pi,,•instrumental plural four-footed animals ⇔ τετράποδα (Herodotus) ,
𐀤-𐀵-𐀫-𐀸,qe-to-ro-we,,•with four handles qe-to-ro-we is confirmed with the ideogram of a 4-handled vase *202VAS on PY Ta 641 which also includes ti-ri-jo-we with a 3-handled ideogram and a-no-we with a handless ideogram. qe-to-ro τετρα four + we οὖς οὔατα  οὔατος ear handle ,
𐀤-𐀵-𐀫-𐀸,qe-to-ro-we,,vase type,
𐀤-𐀷-𐀨,qe-wa-ra,,•meaning obscure CORN: KN Mc *142: KN Mc ,
𐀤-𐁊,qe-ro2,,'•''arm-guards'' ⇔ ψέλιον Georgiev 1956: l''épithète d''un vase ⇔ τέλειος Doric de Crète τέληος KN Sk: [[e-po-mi-jo]] Appears as qe-ro2 AES *255 on KN K 740.  Georgiev Vladimir 1956 Études Mycéniennes Gif-sur-Yvette 3-7 Avril 1956 “La valeur phonétique de quelques signes du syllabaire Créto-Mycénien B”',
𐀥-𐀨,qi-ra,Göre,baby,
𐀥-𐀪-𐀊-𐀵,qi-ri-ja-to,,' he bought ⇔ πρίατο ἐπρίατο; Homer uses πρίατο only apropos of the purchase of slaves. •''he bought'' ⇔ πρίατο Appears as ]ko  / si-ra-ko  // qi-ri-ja-to  on KN Ai 5976+. Appears as ](pi)-ro / si-ra-ko  qi-ri-ja-to // on KN B 822. Appears as pa-qo-si-jo  [[si-ra]]  qi-ri-ja-to  [ on KN B 988+. MUL: KN Ai? do-e-ro VIR: KN B?  ',
𐀥-𐀪-𐀊-𐀵,qi-ri-ja-to,,he bought,
𐀥-𐀯-𐀟-𐀁,qi-si-pe-e,,'two swords with ideogram *234 in what seems to be the inventory of the equipment of a banqueting hall. •''two swords'' nominative dual ⇔ ξίφος Bernabé Alberto and Eugenio R. Luján 2008 A Companion Guide to Linear B: Mycenaean Greek Texts and their World vol. I (ed. Yves Duhoux and Anna Morpurgo Davies)  ',
𐀥-𐀯-𐀟-𐀁,qi-si-pe-e,,swords,
𐀦-𐀄-𐀏-𐀨,qo-u-ka-ra,,decorative item,
𐀦-𐀄-𐀒-𐀫,qo-u-ko-ro,,•oxherds ⇔ βουκόλοι (Iliad XIII 571+) ,
𐀦-𐀄-𐀒-𐀫,qo-u-ko-ro,,cowherds shepherds,
𐀦-𐀄-𐀦-𐀲,qo-u-qo-ta,,ox-pasturer,
𐀨-𐀁-𐀊,ra-e-ja,rock!,(made) of stone,'𓊯 𓊰 𓊲  𓊩 to-pe-za  ra-e-ja ''stone table'''
𐀨-𐀁-𐀊,ra-e-ja,,'adjective of ''stone'' ⇔ λᾶας λᾶος ''stone''  <> lith',
𐀨-𐀏,ra-ka,ῥάξ rhṓx,berry (also seed of peony clove of garlic etc.); ⇔ ῥάξ ,'ῥάματα (rhámata, “bunch of grapes”), as well as of Latin racēmus (“bunch of grapes”), Sanskrit रजनी (rajanī, “grape, lac”), Persian رز‎ (raz, “vine”) and Albanian rrush (“grape”). '
𐀨-𐀏-𐀳-𐀨,ra-ka-te-ra,,(as ]ra-(ka)-te-ra) •meaning obscure ,
𐀨-𐀐,ra-ke,𓂋𓂞𓂝 рѫка √reich ,'•''was allotted''? ',
𐀨-𐀐-𐀅-𐀖-𐀛-𐀍,ra-ke-da-mi-ni-jo,lakedaimonian,lakedaimonian spartan,
𐀨-𐀖-𐀍,ra-mi-jo,,,
𐀨-𐀖-𐀛-𐀊,ra-mi-ni-ja,⇔ Λῆμνος Lemnos,•ethnic adjective ⇔ Λῆμνος Lemnos,
𐀨-𐀖-𐀛-𐀊,ra-mi-ni-ja,lemnian,lemnian woman,
𐀨-𐀞-𐀵,ra-pa-to,,•month name genitive? ⇔ μηνός Λατάτω KN Fp: de-u-ki-jo-jo di-wi-jo-jo ka-ra-e-ri-jo wo-de-wi-jo ,
𐀨-𐀞-𐀵,ra-pa-to,,month name,
𐀨-𐀠-𐀴-𐁈,ra-pi-ti-ra2,,'[occupational] ''sewing-women'' ⇔ ῥάπτρια ra-pte ',
𐀨-𐀣-𐀨,ra-qa-ra,,•meaning obscure ,
𐀨-𐀥-𐀴-𐁈,ra-qi-ti-ra2,,[occupational] •genitive of ra-qi-ti-ra2 ,
𐀨-𐀪-𐀇-𐀍,ra-ri-di-jo,,•describing a slave: possessive of personal name? ,
𐀨-𐀷-𐀁-𐀯-𐀍,ra-wa-e-si-jo,,,
𐀨-𐀷-𐀁-𐀯-𐀍,ra-wa-e-si-jo,,•meaning obscure variant for ra-wa-ke-si-jo? ,
𐀨-𐀷-𐀐-𐀊,ra-wa-ke-ja,,•variant for ra-wa-ke-si-ja? In parallel context with qa-si-re-wi-ja. ,
𐀨-𐀷-𐀐-𐀊,ra-wa-ke-ja,,•In parallel context with qa-si-re-wi-ja hence probably variant for ra-wa-ke--ja the office or retinue of the ra-wa-ke-ta. ,
𐀨-𐀷-𐀐-𐀯-𐀃,ra-wa-ke-si-o,lawagetas,house of lawagetas,
𐀨-𐀷-𐀐-𐀲,ra-wa-ke-ta,,leader of the people millitary leader,
𐀨-𐀷-𐀯-𐀍,ra-wa-si-jo,,,
𐀨-𐀹-𐀊-𐀊,ra-wi-ja-ja,√Raub? 𓐓 𓋹,captives ,ra-wi-ja-ja Leviten? 𓋴 𓈎 𓂋 𓐓 𓋹 𓀏 
𐀨-𐀹-𐀊-𐀊,ra-wi-ja-ja,ληϊάδες,'•''captives'' ⇔ ληϊάδες (Iliad XX.193+) •genitive of ra-wi-ja-ja ',
𐀨-𐁇,ra-pte,ῥάπτης √ruptures?,leather stitchers •sewing-man perhaps saddler ⇔ ῥάπτης ⇔ (*-te *-te-re) a-de-te-re a-ke-te-re a3-te-re ko-re-te-re ma-te-re pi-ri-je-te-re tu-ka-te-re Chadwick & Ventris: nominative plural of ra-pte •nominative plural feminine of adjective (reins) with stitching work e-ro2-qo is ra-pte pa-ro [[i-ma-di-jo]] in the PY Ea series. ti-ri-da-ro is ra-pte pa-ro da-mo in the PY Ea series. GRA: PY Ea VIR: PY An ka-ra-do-ro: PY An sa-ri-nu-wo-te: PY An  Shelmerdine Cynthia W. 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. I (ed. Yves Duhoux and Anna Morpurgo Davies) “Mycenaean Society”,
𐀨-𐁇,ra-pte,'ῥαφιδεύς rhaphideús краве́ц ράπτης (el) m (ráptis), ράφτης (el) m (ráftis)','tailors ῥαφιδεύς rhaphideús ράπτης (el) m (ráptis), ράφτης (el) m (ráftis) < Kraft  краве́ц kravécʹ მკერავი mḳeravi krejčí خياط‎ xayāt חַיָּט‎ khayát couôtuthyi <> cut',
𐀩-𐀀,re-a,,'•(as ka-ka-re-(a)) ''(spears) with bronze points''? ⇔ χαλκήρει δουρί (Iliad V 145+) HAS: KN R ',
𐀩-𐀀,re-a,ῥίς rhís / ῥῑ́ν rhī́n ,nose  Riecher <> Rhino rhinoceros  ,
𐀩-𐀄-𐀒-𐀝-𐀏,re-u-ko-nu-ka,√leuko  λευκός,•with white o-nu-ka ,
𐀩-𐀄-𐀒-𐀝-𐀒,re-u-ko-nu-ko,√leuko  λευκός,(decorated) with white nails,
𐀩-𐀐-𐀵-𐀫-𐀳-𐀪-𐀍,re-ke-to-ro-te-ri-jo,,' festival name in -te-ri-jo (cf. Anthestēria1 Pluntēria2) ''the spreading of the bed'' •oil adjective or festival name? ''for a spreading of couches'' (Bennett) taken by some as implying a ἱερός γάμος3 but perhaps rather a divine feast 1 Ἀνθεστήρια: Feast of Flowers 3-day festival of Dionysus 2 Πλυντήρια: Athenian festival in which the clothes of Athena''s statue were washed 3 holy marriage between gods  Hiller Stefan 2011 A Companion to Linear B: Mycenaen Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) Religion and Cult',
𐀩-𐀐-𐀵-𐀫-𐀳-𐀪-𐀍,re-ke-to-ro-te-ri-jo,,religious feast,
𐀩-𐀚,re-ne,,•meaning obscure Appears as a-mi-ni-so ke-re-na  re-ne  [ on KN M 719. ,
𐀩-𐀡-𐀵,re-po-to,,'•''fine thin'' Appears as re-po-to  qe-te-o ki-to on KN L 693. ri-no: KN L AES: KN L GRA: PY Un *146: PY Un? ',
𐀩-𐀡-𐀵,re-po-to, λεπτός leptós رَفِيع‎ rafīʿ,thin,
𐀩-𐀦-𐀕-𐀜,re-qo-me-no,,'•''left behind or over'' ⇔ o-pi-ro-qo [[pe-ri-ro-qo]] οί δ᾽οῖοι λείπονται ',
𐀩-𐀪-𐀍,re-ri-jo,,uncertain ethnic adjective •ethnic adjective? ⇔ Λέριος? ,
𐀩-𐀯,re-si,/,•meaning obscure Appears as e-pi-qe (re)-si on KN Lc ,
𐀩-𐀺,re-wo,𓂋𓏲𓃭 ,lion,
𐀩-𐀺-𐀵-𐀫-ro-𐀒-𐀺,re-wo-to-ro-ro-ko-wo,𐀩-water,bath-pourers,
𐀩-𐀺-𐀵-𐀫-𐀒,re-wo-to-ro-ko,𐀩-water,accountable man of bath,
𐀩-𐀺-𐀵-𐀫-𐀺-𐀒,re-wo-to-ro-wo-ko,λοετροχόος   ,bath attendants •bath-attendants ⇔ λοετροχόος   ,
𐀪-𐀍,ri-jo,Swahili: rasi  رَأْس‎ raʾs,cape,
𐀪-𐀔,ri-ma,/,'placement [in the parallel context of PY Qa] suggests a title of the religious sphere [...] However the ''title'' (ri)-ma is a hapax which is difficult to interpret. It ought to be a nominative but a neuter formation in -ma matos on a verbal base is unlikely for a title. So we are dealing perhaps with another instance of a noun in -mar martos like du-ma or da-ma for which only δάμαρ is attested in the Greek lexicon. Therefore it cannot be excluded that it is a faulty reading of {du}-ma. •meaning obscure  ',
𐀪-𐀕-𐀚,ri-me-ne,λιμήν limḗn lemon ,harbour,
𐀪-𐀕-𐀚,ri-me-ne,'lemon le''men 門 门',port,
𐀪-𐀚-𐀊,ri-ne-ja,√linen λίνον ,'[occupational] ''flax-workers''? ''linen-weavers''? •genitive plural of ri-ne-ja ',
𐀪-𐀛-𐀍,ri-ni-jo,√λίνον ,•meaning obscure derivative of λίνον ,
𐀪-𐀜,ri-no,line <> reeper?,linen,
𐀪-𐀲,ri-ta,√λίνον ,'•''of linen'' ⇔ λῖτα ',
𐀫-𐀀,ro-a,,•meaning obscure ,
𐀫-𐀂-𐀒,ro-i-ko,,'•''crooked''? ''pomegranates (as a decorative element)''  ',
𐀫-𐀄-𐀯-𐀋-𐀹-𐀊,ro-u-si-je-wi-ja,,•nominative plural feminine word describing reinds derivative of ro-u-so? ,
𐀫-𐀸-𐀹-𐀊,ro-we-wi-ja,,,
𐀬-𐀨-𐀲-𐀁,ru-ra-ta-e,lyrists,lyrists,
𐀬-𐀷-𐀛-𐀍,ru-wa-ni-jo,Luwian…,luwia (country),
𐀭-𐀕-𐀸,sa-me-we,,,
𐀭-𐀞,sa-pa,σαβάνον?, name of a (small or inexpensive) [...] textile item ⇔ σαβάνον? •name of a textile? type of dress Appears as sa-pa  o-no on MY Oe 108. AES: KN L? LANA: MY Oe ri-no: KN L?  ,
𐀭-𐀞,sa-pa,,type of dress,
𐀭-𐀞-𐀝-𐀺-𐀕-𐀜,sa-pa-nu-wo-me-no,separate,•meaning obscure; possibly to be divided sa-pa-nu-wo me-no. ,
𐀭-𐀟-𐀨,sa-pe-ra,,•meaning obscure; apparently replaces entry giving quantity of oil. ⇔ sa-pi-da ,
𐀭-𐀠-𐀅,sa-pi-da,,•meaning obscure; apparently replaces entry giving number of men. ⇔ sa-pe-ra ,
𐀭-𐀠-𐀆,sa-pi-de,σαρπίς σαρπός ,boxes,
𐀭-𐀠-𐀆,sa-pi-de,?,•countable commodity perhaps boxes ⇔ σαρπίς σαρπός ,
𐀭-𐀠-𐀴-𐀚-𐀸-𐀍,sa-pi-ti-ne-we-jo,,•possibly an adjective of sa-pi-ti-nu-wo? ,
𐀭-𐀭-𐀔,sa-sa-ma,, sesame seeds ⇔ σήσαμον Hipponax Doric σᾶσαμον Such a phytonym is not attested in Homer who instead mentions a town or spot in Paphlagonia bearing the name Σήσαμος (Iliad 2.863). •sesame seed ⇔ Doric σάσαμον from Semitic loan-word ⇔ Akkadian šamaššammu Ugaritic ššm,
𐀭-𐀭-𐀔,sa-sa-ma,,sesame,
𐀮-𐀪-𐀜,se-ri-no,,celery,
𐀯-𐀀-𐀫,si-a-ro,Säue,porks,
𐀯-𐀵,si-to,σιτάρι sitári,'•''grain'' ',
𐀯-𐀵,si-to,σιτάρι sitári,wheat,
𐀯-𐀵-𐀡-𐀴-𐀛-𐀊,si-to-po-ti-ni-ja,,' Lady of the Grain ''Mistress of grain'' Bronze Age predecessor of Demeter or one of her epithets van Leuven 1979: epithet of Demeter or Leto •epithet of Demeter ⇔ Σιτώ   van Leuven Jon C. 1979 Kadmos Band 18 Heft 2 “Mycenaean Goddesses Called Potnia”',
𐀯-𐁀-𐀫,si-a2-ro,,•fat hogs ⇔ σίαλος (Iliad XXI 363+) ,
𐀱-𐀊-𐀵,su-ja-to,,•meaning obscure Appears as e-ne-si-da-o-ne  su-ja-to on KN M 719. *146: KN M ,
𐀱-𐀒,su-ko,συκέα sukéa ,fig ,συκιά sykiá <> 𐍃𐌼𐌰𐌺𐌺𐌰𐌱𐌰𐌲𐌼𐍃 Smakka(Baum) смокꙑ smoky “fig”
𐀱-𐀼,su-za,Zweige?,•fig-trees ⇔ συκέα  See also: Linear B AB17: za is ka2?,
𐀱-𐀼,su-za,,fig trees,
𐀱-𐀒-𐀚,su-ko-ne,,•meaning obscure? ,
𐀱-𐀦-𐀲,su-qo-ta,συβώτης,'•''swineherd'' ⇔ συβώτης porks herders ⇔ a-no-qo-ta-o a-pi-qo-ta-o pe-ri-qo-ta-o qe-re-qo-ta-o wi-jo-qo-ta-o •genitive of su-qo-ta ',
𐀲-𐀖-𐀳-𐀗,ta-mi-te-mo,,•meaning obscure destination of offerings? KN Fs: HORD OLE ,√terminate?
𐀲-𐀞-𐀁-𐀃-𐀳,ta-pa-e-o-te,ταρφέες to present,'•describing men apparently contrasting with a-pe-o-te ''absent'': possibly an adverb ⇔ ταρφέες effectively meaning ''present'' ',
𐀲-𐀟-𐀊,ta-pe-ja,τάπης tápēs tapis ,carpets,
𐀲-𐀨-𐀖-𐀏,ta-ra-mi-ka,,kind of chamber,
𐀲-𐀨-𐀝,ta-ra-nu,Stuhl,•beam footstool ⇔ θρῆνυς •plural Chadwick John and Michael Ventris 1973 Documents in Myceanean Greek,
𐀲-𐀨-𐀝-𐀸,ta-ra-nu-we,,beams,≠Trennwände
𐀲-𐀨-𐀯-𐀊,ta-ra-si-ja,,'weighed quantity (of items to be processed) [...] can be compared with the corveé a form of forced or statutory work ⇔ ταλασία ''wool processing'' •amount weighed out and issued for processing ',
𐀲-𐀨-𐀯-𐀊,ta-ra-si-ja,,name of a system,
𐀲-𐀲-𐀗,ta-ta-mo,στυλοβάτης 柱座 zhùzuò,stylobate,' στῦλος (stûlos, “pillar”) + βαίνω (baínō, “to go, to walk”)'
𐀲-𐀵-𐀗,ta-to-mo,σταθμός,•cf. σταθμός 1. sheep-fold 2. upright post pillar 3. weight stable ,
𐀲-𐀵-𐀗,ta-to-mo,σταθμός Stätte,stable,
𐀳-𐀃,te-o,Theo,'god goddess Pylos  (as te-o-jo do-e-ra/do-e-ro)  ''god''s servant'' Chadwick & Ventris: always with do-e-ro do-e-ra; genitive of te-o Knossos Pylos  Iliad III.295: [...] ἠδ᾽ ἔυχοντο θεοις αἰειγενέτησιν. and made prayer to the gods who are for ever. Knossos Pylos (as ma-te-re te-i-ja) Duhoux 2011: adjective in ''to the divine mother''   Hiller Stefan 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II Religion and Cult ',
𐀳-𐀃-𐀂,te-o-i,Theoi,gods,
𐀳-𐀃-𐀡-𐀪-𐀊,te-o-po-ri-ja,,a religious festival,
𐀳-𐀃-𐀡-𐀪-𐀊,te-o-po-ri-ja,Theophoria,' the carrying of the god •possibly name of festival? ⇔ θεοφορία ''divine possession'' Appears as o-du-we ''te-o-po-ri-ja'' on KN Od 696. M: KN Od PYC: KN Ga ma-sa: KN Ga Chadwick John and Michael Ventris 1973 Documents in Myceneaan Greek ',𓉐𓂋𓂻
𐀳-𐀐,te-ke,'take, theke','put, place',
𐀳-𐀒-𐀵-𐀚,te-ko-to-ne,√Tuch < Turk!?,carpenters,
𐀳-𐀕-𐀜,te-me-no,,sacred precinct temple,
𐀳-𐀖-𐁃,te-mi-dwe,,joining of the spoke to the hub on a wheel with some kind of wedges or chocks •adjective describing wheels (ROTA) provided with a termis (border edge flange?) ⇔ τερμιόεις (Iliad XVI 803+) •nominative plural neuter of te-mi-dwe •nominative dual of te-mi-dwe   (ed. Yves Duhoux and Anna Morpurgo Davies) ,
𐀳-𐀖-𐁃-𐀲,te-mi-dwe-ta,car.ma denta,wheel with teeth,
𐀳-𐀞,te-pa,τάπτης tapis?,•a heavy cloth ⇔ τάπτης? ,
𐀳-𐀟-𐀊,te-pe-ja,,'•a woman''s trade probably makers of te-pa •genitive plural of te-pe-ja ',
𐀳-𐀣-𐀊,te-qa-ja,!,theban woman,theban 𐀳-𐀞 te-pa ?
𐀳-𐀩-𐀜,te-re-no,,•meaning obscure Appears as qe-te-a  te-re-no on KN Fp 363. ,
𐀳-𐀩-𐀲,te-re-ta,τηρητής,'''service-men'' religious overseers ⇔ τηρητής •name of a class of functionaries ⇔ τελεστά ''an official'' nominative singular and plural •genitive plural of te-re-ta te-re-ta and wa-na-ta-jo-jo are closely co-located on PY En 609. wa-na-ta-jo is te-re-ta pa-ro a-ma-ru-ta a-tu-ko is e-te-do-mo pa-ro wa-na-ta-jo and e-*65-to [[i-ni-ja]] and [[si-ma]] are te-o-jo do-e-ra/do-e-ro pa-ro wa-na-ta-jo on the PY Eo series. GRA: PY Eo PY Er VIR: PY Er a-pa-ta-wa: KN Am da-*22-to: KN Uf qa-ra: KN Uf ti-ri-to: KN Uf?   Kazanskiene Vanda P. 1995 Politeia 2 Land Tenure and Social Position in Mycenaean Greece',
𐀳-𐀩-𐀲,te-re-ta,τηρητής,master of ceremonies,
𐀳-𐀳-𐀩-𐀄,te-te-re-u,theo…,augur diviner,
𐀳-𐀶-𐀒-𐀺-𐀀,te-tu-ko-wo-a,,'•''fully worked'' ''finished'' ⇔ τεύχω τετευχώς •alt. spelling of te-tu-ko-wo-a describing wheels Appears as e-qe-si-ja  te-tu-ko-wo-a on KN L 871. Appears as te-tu-ko-wo-a2 [[no-pe-re-a2]] on PY Sa 682. ROTA: PY Sa TELA: KN L ZE: PY Sa ',
𐀴-𐀛-𐀊-𐀲,ti-ni-ja-ta,,'•qualification of man''s name trade or title dative singular ⇔ o-pi-ti-ni-ja-ta Appears as du-ni-jo  ti-ni-ja-ta on PY Fn 79. PY Fn: HORD ',
𐀴-𐀪,ti-ri,drei,three,
𐀴-𐀪-𐀵,ti-ri-to,dritte,third,
𐀴-𐀪-𐀡-𐀆,ti-ri-po-de,tripod,tripod,
𐀴-𐀪-𐀡,ti-ri-po,Dreifuß,tripod •tripod ⇔ τρίπους •nominative dual of ti-ri-po Woodard 1997: The tri cluster is represented by ti-ri because the ti takes on the vowel of ri via the progressive spelling strategy.  Woodard Roger D. 1997 Greek Writing from Knossos to Homer: A Linguistic Interpretation of the Greek Alphabet and the Continuity of Ancient Greek Literacy,
𐀴-𐀪-𐀡-𐀇-𐀒,ti-ri-po-di-ko,,small disks with easel,
𐀴-𐀪-𐀮-𐀫-𐀁,ti-ri-se-ro-e,!,thrice-hero,
𐀴-𐀪-𐀃-𐀁-𐀸,ti-ri-o-e-we,?,with three handles,
𐀴-𐀪-𐀍-𐀸,ti-ri-jo-we,√join?,•with three handles ⇔ a-no-we qe-to-ro-we •nominative dual of ti-ri-jo-we ti-ri-jo-we is confirmed with the ideogram of a 3-handled vase *202VAS on PY Ta 641 which also includes a-no-we with a handleless ideogram and qe-to-ro-we with a 4-handled ideogram. ti-ri τρι 3 + o-we οὖς ear handle ,
𐀴-𐀨,ti-ra,√tear ,'•''flocks of wool''? ⇔ τίλλω “pluck”>flocks tails?   Appears as qo-ja-(te) a-pu-do-ke  ti-ra [ on KN Od 681. LANA: KN Od? ',
𐀴-𐀪-𐀮-𐀫-𐀁,ti-ri-se-ro-e,,•theonym dative ⇔ Τριτοπάτορες? ,
𐀴-𐀪-𐀮-𐀫-𐀁,ti-ri-se-ro-e,,wine deity,
𐀴-𐀷-𐀴-𐀊,ti-wa-ti-ja,trojan?,•ethnic adjective? ⇔ [[ti-nwa-si-jo|ti-nwa-ti-ja-o]] [[ti-nwa-si-jo]] ,
𐀵-𐀃,to-o,,•context obscure ,
𐀵-𐀄-𐀏,to-u-ka,Tuch,•annotation to WOOL ⇔ te-tu-ko-wo-a? LANA: KN Lc ,
𐀵-𐀒,to-ko,𓅱 𓏏 𓍿 ! “tragen”,'•''childbirth'' ''interest'' Context obscure √throw?',𓄝 𓏏 𓂸 / 𓈎 𓌚 𓏜 ?
𐀵-𐀒-𐀈-𐀗,to-ko-do-mo,τοιχοδομέω,'building workers,  masons ⇔ τοιχοδομέω ''build walls'' •builders',take/tech… dome!
𐀵-𐀒-𐀰-𐀺-𐀒,to-ko-so-wo-ko,,arc makers bow-makers •bowyers bow-makers ⇔ τοξοποιός   ,
𐀵-𐀔-𐀒,to-ma-ko,√Taur?,'name of an ox ⇔ στόμαργος ''noisily prating'' •name of an ox ⇔ στόμαργος ''loud-mouthed'' •to-ma-ko + connective enclitic qe  ',
𐀵-𐀖-𐀏,to-mi-ka,,•description of textiles TELA: KN L ,
𐀵-𐀛-𐀊,to-ni-ja,tunica?,•textile description? ,
𐀵-𐀜,to-no,throne,•chair ⇔ θρόνος (Odyssey I 145+) ,
𐀵-𐀜-𐀁-𐀐-𐀳-𐀪-𐀃,to-no-e-ke-te-ri-o,turno equatori?,religious feast,
