Gothic				
𐌰𐌲𐌻𐌾𐌰𐌽 	 aglɕen	agle 	ache	 hurt,damage
𐍆𐌰𐌿𐍂𐌰𐍂𐌰𐌷𐌽𐌾𐌰𐌽 	 vorraḫnigen	fore-raḫne 	vor.rechnen pre.reckon προηγέο	 outdo
𐍆𐌰𐌿𐍂𐌰𐍃𐍄𐌰𐌽𐌳𐌰𐌽 	 vorstanden	fore-stande 	verstehen++ Vorstand	 stand,preside,supervise
𐍆𐌰𐌿𐍂𐌰𐍅𐌴𐌽𐌾𐌰𐌽 	 vorwenjen	fore-vene 	vorwähnen vs intervene ++	 hope,trust,first
𐍆𐌰𐌿𐍂𐌰𐍅𐌹𐍃𐌰𐌽 	 vorwesen	fore-vιse 	vorweisen  Vorwesen vorher gewesen	 present,superior
𐍆𐌰𐌿𐍂𐌱𐌹𐌲𐌰𐌲𐌲𐌰𐌽 	 vorbegangen	fore-bιgange 	vergangen	 go,before
𐍆𐌰𐌿𐍂𐌱𐌹𐌿𐌳𐌰𐌽 	 vorbeuden	fore-bιude 	verbieten!  forbid	 forbid
𐍆𐌰𐌿𐍂𐌱𐌹𐍃𐌽𐌹𐍅𐌰𐌽 	 vorbesnιwen	fore-bιsnιve 		 go,before
𐍆𐌰𐌿𐍂𐌲𐌰𐌲𐌲𐌰𐌽 	 vorgengen	fore-gange 	vergangen	 pass by,go,before
𐍆𐌰𐌿𐍂𐌳𐌰𐌼𐌼𐌾𐌰𐌽 	 verdammɕen	fore-damme 	~verdammen!	 obstruct,stop
𐍆𐌰𐌿𐍂𐌵𐌹𐌸𐌰𐌽 	 verkrιƌen	fore-cιƒe 		 excuse,void,nullify
𐍆𐌰𐌿𐍂𐌷𐍄𐌾𐌰𐌽 	faürkhtgen	fore-ḫte 	fürchten < fore-hate !+	 fear
𐍆𐌰𐌿𐍂𐌻𐌰𐌲𐌾𐌰𐌽 	 verlagɕen	fore-lage 	vorlegen	 set,before,put,in front of
𐍆𐌰𐌿𐍂𐌼𐌿𐌻𐌾𐌰𐌽 	 vermulɕen	fore-mule 	vermasseln mulɕ:Maul	 muzzle
𐍆𐌰𐌿𐍂𐍂𐌹𐌽𐌽𐌰𐌽 	 verrιnnen	fore-rιnne 	vorrennen	 precede,precursor
𐍆𐌰𐌿𐍂𐍃𐌹𐌲𐌻𐌾𐌰𐌽 	 versιglɕen	fore-sιgle 	versiegeln++	 seal
𐍆𐌰𐌿𐍂𐍃𐌽𐌹𐍅𐌰𐌽 	 versnιwen	fore-snιve 		 come,beforehand,go ahead,go,before
𐍆𐌰𐌿𐍂𐍅𐌰𐌹𐍀𐌾𐌰𐌽 	 verweιpɕen	fore-vaιpe 		 muzzle
𐍆𐌰𐌿𐍂𐍅𐌰𐌻𐍅𐌾𐌰𐌽 	 verwelwɕen	fore-valve 		 roll
𐍆𐌰𐍂𐌰𐌽 	 faren	fare 	fahren, fare	 go,travel
𐍆𐌰𐍂𐌾𐌰𐌽 	 farɕen	fare 	fahren, fare	 sail,row
𐍆𐌰𐍃𐍄𐌰𐌽 	 fasten	faste 	festigen, fasten	 keep,firm
𐍆𐌴𐍄𐌾𐌰𐌽 	 fetɕen	fete 	fête!	 adorn
𐍆𐌹𐌻𐌷𐌰𐌽 	 fιlḫen	fιlḫe 	flicken, file (vs defile)	 conceal,cover up
𐍆𐌹𐌻𐌿𐍅𐌰𐌿𐍂𐌳𐌾𐌰𐌽 	 fιluweurdɕen	fιluvaurde 	viel-worten	 word,talkative
𐍆𐌹𐌽𐌸𐌰𐌽 	 fιnƌen	fιnƒe 	finden find	 find out,discover,learn
𐍆𐌹𐌾𐌰𐌽 	 fιɕen	fιe 	@fiend	 hate
𐍆𐌹𐍃𐌺𐍉𐌽 	 fιschen	fιshe 	fischen, fish	 fish
𐍆𐌹𐍄𐌰𐌽 	 fιten	fιte 	vita?	 labor,pain,childbirth
𐍆𐌻𐌰𐌿𐍄𐌾𐌰𐌽 	 fløtɕen	flaute 	'flöten' ?	 vaunt,boast
𐍆𐌻𐍉𐌺𐌰𐌽 	 fluken	flōke 	fluchen	 lament,mourn
𐍆𐌿𐌻𐌻𐌰𐍅𐌴𐌹𐍃𐌾𐌰𐌽 	 fullaweιsɕen	fullaveιse 	voll(er)weisen	 persuade
𐍆𐌿𐌻𐌻𐌰𐍆𐌰𐌷𐌾𐌰𐌽 	 fullafaḫɕen	fullafaḫe 	~vollführen?	 satisfy,placate,content,serve
𐍆𐌿𐌻𐌻𐌰𐍆𐍂𐌰𐌸𐌾𐌰𐌽 	 fullafraƌɕen	fullafraƒe 	vollfrieden	 sober,mind,sane
𐍆𐌿𐌻𐌻𐌽𐌰𐌽 	 fullnen	fullne 	füllen fill full	 full,fill up
𐍆𐌿𐌻𐌻𐌾𐌰𐌽 	 fullɕen	fulle 	füllen fill full	 fill
𐍆𐍂𐌰𐌰𐍄𐌾𐌰𐌽 	 fraatɕen	fraate 	freten > fressen , feed	 bestow,feed,distribute,food
𐍆𐍂𐌰𐌱𐌰𐌹𐍂𐌰𐌽 	 frabaιren	frabaιre 	forbear	 bear,endure
𐍆𐍂𐌰𐌱𐌿𐌲𐌾𐌰𐌽 	 frabugɕen	frabuge 	verbuchen, verbuy, forbuy	 sell
𐍆𐍂𐌰𐌲𐌹𐌱𐌰𐌽 	 fragιben	fragιbe 	vergeben  forgive	 forgive,grant,give
𐍆𐍂𐌰𐌲𐌹𐌻𐌳𐌰𐌽 	 fragιlden	fragιlde 	vergilden	 pay back,restore
𐍆𐍂𐌰𐌳𐌰𐌹𐌻𐌾𐌰𐌽 	 fradaιlɕen	fradaιle 	verteilen ++	 distribute
𐍆𐍂𐌰𐌵𐌹𐌸𐌰𐌽 	 frakrιƌen	fracιƒe 	ver.cursen	 declare,invalid,reject,curse
𐍆𐍂𐌰𐌵𐌹𐌼𐌰𐌽 	 frakrιmen	fracιme 	~verkommen	 spend,use up,consume
𐍆𐍂𐌰𐌵𐌹𐍃𐍄𐌽𐌰𐌽 	 frakrιstnen	fracιstne 	verchristen ??	 perish,destroyed
𐍆𐍂𐌰𐌵𐌹𐍃𐍄𐌾𐌰𐌽 	 frakrιstɕen	fracιste 	verchristen ??	 destroy
𐍆𐍂𐌰𐌷𐌹𐌽𐌸𐌰𐌽 	 fraḫιnƌen	fraḫιnƒe 	~verhindern	 take,captive,bring,captivity,capture
𐍆𐍂𐌰𐌸𐌾𐌰𐌽 	 fraƌɕen	fraƒe 	vertun?<>frage?	 understand,perceive,think
𐍆𐍂𐌰𐌹𐌷𐌽𐌰𐌽 	 fraιḫnen	fraιḫne 	fragen!!	 ask,inquire
𐍆𐍂𐌰𐌹𐍃𐌰𐌽 	 fraιsen	fraιse 		 try,attempt,tempt,test,dare
𐍆𐍂𐌰𐌹𐍄𐌰𐌽 	 fraιten	fraιte 	freten fressen	 devour
𐍆𐍂𐌰𐌺𐌿𐌽𐌽𐌰𐌽 	 frakunnen	frakunne 	verkennen	 spurn,reject,scorn
𐍆𐍂𐌰𐌻𐌴𐌹𐍄𐌰𐌽 	 fraleιten	fraleιte 	verleiten  𐍆𐍂𐌰𐌻𐌴𐍄𐌰𐌽: verlassen!	 
𐍆𐍂𐌰𐌻𐌴𐍄𐌰𐌽 	 fraleten	fralete 	~for.let verlassen entlassen!	 let go,release,send,permit,forgive,absolve
𐍆𐍂𐌰𐌻𐌴𐍅𐌾𐌰𐌽 	 fralewɕen	fraleve 	~verlassen forleave	 betray
𐍆𐍂𐌰𐌻𐌹𐌿𐍃𐌰𐌽 	 fralιusen	fralιuse 	verlassen ≠ verloren lose!	 lose
𐍆𐍂𐌰𐌻𐌿𐍃𐌽𐌰𐌽 	 fralusnen	fralusne 	verlassen++ verloren!	 lost,perish
𐍆𐍂𐌰𐌼𐌰𐌸𐌾𐌰𐌽 	 framaƌɕen	framaƒe 		 alienate
𐍆𐍂𐌰𐌽𐌹𐌼𐌰𐌽 	 franιmen	franιme 	~vernehmen 	 receive
𐍆𐍂𐌰𐌿𐌾𐌹𐌽𐍉𐌽 	 frøɕιnen	frauɕιne 		 rule
𐍆𐍂𐌰𐍂𐌹𐌽𐌽𐌰𐌽 	 frarιnnen	frarιnne 	verrennen	 run,awry
𐍆𐍂𐌰𐍃𐌻𐌹𐌽𐌳𐌰𐌽 	 fraslιnden	fraslιnde 	verschlingen!	 swallow,devour
𐍆𐍂𐌰𐍅𐌰𐌹𐍂𐌸𐌰𐌽 	 fraweιrƌen	fravaιrƒe 	verwerden verwerflich frevel!!!	 corrupt
𐍆𐍂𐌰𐍅𐌰𐌹𐍂𐍀𐌰𐌽 	 fraweιrpen	fravaιrpe 	verwerfen	 throw,discard
𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌺𐌾𐌰𐌽 	 fraweurkɕen	fravaurke 	verwirken!	 sin,transgress
𐍆𐍂𐌰𐍅𐌰𐍂𐌳𐌾𐌰𐌽 	 frawerdɕen	fravarde 	verwerden frevel!!!	 corrupt,disfigure
𐍆𐍂𐌰𐍅𐌴𐌹𐍄𐌰𐌽 	 fraweιten	fraveιte 	~~ f'revenge for.avenge	 avenge
𐍆𐍂𐌰𐍅𐌹𐌻𐍅𐌰𐌽 	 frawelwen	fravιlve 		 seize,take,away
𐍆𐍂𐌰𐍅𐌹𐍃𐌰𐌽 	 frawesen	fravιse 	fressen	 squander,feast
𐍆𐍂𐌰𐍅𐍂𐌹𐌺𐌰𐌽 	 frawrιken	fravrιke 	~~verrichten	 persecute
𐍆𐍂𐌰𐍅𐍂𐍉𐌷𐌾𐌰𐌽 	 frawruḫɕen	fravrōḫe 	ver.worden	 accuse
𐍆𐍂𐌴𐌹𐌳𐌾𐌰𐌽 	 freιdɕen	freιde 		 spare,forbear
𐍆𐍂𐌹𐌾𐍉𐌽 	 frιɕen	frιɕe 	frieden?	 love
𐍆𐍉𐌳𐌾𐌰𐌽 	 fudɕen	fōde 	feed	 nourish,rear,nurture
𐍈𐌰𐌸𐌾𐌰𐌽 	 waƌɕen	whaƒe 	??? <> waben?	 foam
𐍈𐌰𐌹𐍂𐌱𐌰𐌽 	 waιrben	whaιrbe 	fair.bein  wabern~walken / traben! herbein?	 walk
𐍈𐌰𐍂𐌱𐍉𐌽 	 warben	wharbe 	fair.bein  wabern~walken	 walk,wander,go,about,pass by
𐍈𐌴𐌹𐌻𐌰𐌽 	 weιlen	wheιle 	weilen	 rest,pause
𐍈𐍉𐍀𐌰𐌽 	 wupen	whōpe 	foppen <> prahlen	boast,rejoice
𐍈𐍉𐍄𐌾𐌰𐌽 	 wutɕen	whōte 	𐍈𐍉𐍄𐌾𐌰𐌽 threaten <>  schrecken  𐍉𐌲𐌾𐌰𐌽 	threaten,reprimand
ADVERBS:				
-𐌰𐌱𐌰 -𐌱𐌰	-HABE	-BE	-be -bus -ibus -βιος -βῐ́ᾱ	superbe ὑπέρβιος 
-𐌰𐌱𐌰 -𐌱𐌰	-HABE	-BE	-BAR! -VOLL  wunderbar! -φα (-pha) -𐍉 (-ō)	-ly
𐍉𐌲𐌰𐌽 	 ugen	ōge 	äugen ōge awe angst bangen 	 fear,revere,awe
𐍉𐌲𐌾𐌰𐌽 	 ugɕen	ōge 	schrecken  𐍉𐌲𐌾𐌰𐌽 	 scare
𐌰𐌱𐍂𐌰𐌱𐌰 	 abraba	abraba 	over.habe overly overy a'very	 very,severely,extremely
𐌰𐌲𐌻𐌿𐌱𐌰 	 agluba	agluba 	ache.BE अघल 	 mühsam,mit Mühe
𐌰𐌶𐌴𐍄𐌰𐌱𐌰 	 azetaba	ashetaba 	easy.to.be	 easily,gladly
𐌰𐌹𐌽𐌰𐌼 	 aιnam	aιnam 	einsam allein ein.ham	 alone
𐌰𐌹𐌽𐌶𐌿 	 aιnzu	aιnshu 	einzig	 only
𐌰𐌹𐌽𐍆𐌰𐌻𐌸𐌰𐌱𐌰 	 aιnfalƌaba	aιnfalƒaba 	einfältig einfach	 simply
𐌰𐌹𐍂 	 aιr	aιr 	eher	 early,soon
𐌰𐌹𐍂𐌹𐍃 	 aιrιs	aιrιs 	earlys	 earlier,sooner
𐌰𐌹𐍅 	 aιw	aιv 	ever (𐍅:VR/WG:ⲩ) ewig	 ever,always
𐌰𐌻𐌰𐌺𐌾𐍉 	 alakɕu	alakɕō 	all'likeum ARAB	 together,unison
𐌰𐌻𐌻𐌰𐌸𐍂𐍉 	 allaƌru	allaƒrō 	alle voll.fro' --	 from,every,direction
𐌰𐌻𐌻𐌰𐌽𐌳𐌾𐍉 	 allandɕu	allandɕō 	allenthalber vollends! (𐌰=va)	 completely,fully,entirely
𐌰𐌻𐌾𐌰𐌸 	 alɕaƌ	alɕaƒ 	else.𐌸 elsewhither	 elsewhere,elsewhither
𐌰𐌻𐌾𐌰𐌸𐍂𐍉 	 alɕaƌru	alɕaƒrō 	else.throu else.fro'	 from,elsewhere
𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉 	 alɕaleιku	alɕaleιkō 	else.like	 otherwise,differently
𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉𐍃 	 alɕaleιkus	alɕaleιkōs 	else.like	 otherwise,differently
𐌰𐌻𐌾𐌰𐍂 	 alɕar	alɕar 	 elsewhere (𐌰=va)	 elsewhere
𐌰𐌼𐌴𐌽 	 amen	amen 	 amen	 amen
𐌰𐌽 	'en	'en	WHEN, ain't now? hu?	if, well, then, now
𐌰𐌽𐌰𐌺𐍃 	 angeks	anaks 	im.nix? <> angst?	 plötzlich
𐌰𐌽𐌰𐌻𐌰𐌿𐌲𐌽𐌹𐌱𐌰 	 angeløgnιba	enlaugnιba 	angeleugnet;)	 secretly
𐌰𐌽𐌰𐌻𐌴𐌹𐌺𐍉 	 angeleιku	enleιkō 	angleich in-likeness in-likewise in-like	 likewise,similarly
𐌰𐌽𐌳𐌰𐌿𐌲𐌹𐌱𐌰 	 entøgιba	anti-augιba 	ante-Auge!	 openly,plain sight
𐌰𐌽𐌳𐌰𐌿𐌲𐌾𐍉 	 entøgɕu	anti-augɕō 	ante-Auge!	 openly,plain sight
𐌰𐌽𐌸𐌰𐍂𐌻𐌴𐌹𐌺𐍉 	 anƌarleιku	anƒarleιkō 	ander.like!	 otherwise,differently
𐌰𐌿𐌺 	 øk	auk 	auch	 also
𐌰𐌿𐍆𐍄𐍉 	 øftu	auftō 	oft.so? <> authority	 indeed,certainly,to be sure,perhaps
𐌰𐍂𐌽𐌹𐌱𐌰 	 arnιba	arnιba 	ernst.bar earnest(lich)	 securely,surely
𐌰𐍂𐍅𐌾𐍉 	 arwɕu	arvɕō 	evree a'free!	 free,charge,cause,nothing
𐌰𐍆 	 ab	off- 	ab- off-	 away
𐌰𐍆𐍄𐌰𐌽𐌰 	 abtana	off-tana 	ab dann	 behind
𐌰𐍆𐍄𐌰𐍂𐍉 	 abtaru	off-tarō 	ab dar	 behind
𐌰𐍆𐍄𐍂𐌰 	 abtra	off-tra 	 	 again,back
𐌱𐌰𐌹𐍂𐌷𐍄𐌰𐌱𐌰 	 baιrḫtaba	baιrḫtaba 	bright.bar	 brightly,clearly,openly
𐌱𐌰𐌹𐍄𐍂𐌰𐌱𐌰 	 baιtraba	baιtraba 	bitter.bar	 bitterlich
𐌱𐌰𐌻𐌸𐌰𐌱𐌰 	 balƌaba	balƒaba 	bold.be	 boldly,frankly,openly
𐌱𐌹𐌸𐌴𐌷 	 beƌeḫ	ƒeḫ 	be'dann pThen 𐌸𐌴𐌷!	 then
𐌱𐌹𐍃𐌿𐌽𐌾𐌰𐌽𐌴 	 besunigane	sunɕane 	Sonn'gang!	 round,about
𐌱𐌹𐍈𐌴 	 bewe	whe 	bei.wo by.where by.how	 whereby,how
𐌲𐌰𐌷𐌰𐌷𐌾𐍉 	 geḫaḫɕu	ḫaḫɕō 	ḫaḫɕō ~ cohere??	 coherently
𐌲𐌰𐍂𐌰𐌹𐌷𐍄𐌰𐌱𐌰 	 geraιḫtaba	raιḫtaba 	gerecht.bar rechthabe right.be	 righteously,justly
𐌲𐌰𐍂𐌴𐌳𐌰𐌱𐌰 	 geredaba	redaba 	gered.bar red'habe 	 commendably,honestly,properly
𐌲𐌹𐍃𐍄𐍂𐌰𐌳𐌰𐌲𐌹𐍃 	 gιstradagιs	gιstradagιs 	≠gestern	 tomorrow
𐌳𐌰𐌻𐌰𐌸 	 dalaƌ	dalaƒ 	!!	 down,downwards,below
𐌳𐌰𐌻𐌰𐌸𐌰 	 dalaƌa	dalaƒa 	darunter! da.lass downlet	 below,beneath
𐌳𐌰𐌻𐌰𐌸𐍂𐍉 	 dalaƌru	dalaƒrō 	daraus!  (𐌻>r/r)	 von,aus,von,von,vor
𐌳𐌿𐌷𐌸𐌴 	 duḫƌe	duḫƒe 	daher 𐌳𐌿𐌸𐌸𐌴 therefore	therefore
𐌳𐌿𐌸𐌴 	 duƌe	duƒe 	daher 𐌳𐌿𐌸𐌸𐌴 therefore	therefore
𐌳𐌿𐌸𐌴𐌹 	 duƌeι	duƒeι 	daher 𐌳𐌿𐌸𐌸𐌴 therefore	therefore
𐌳𐌿𐌸𐌸𐌴 	 duƌƌe	duƒƒe 	daher 𐌳𐌿𐌸𐌸𐌴 therefore	 wherefore
𐌳𐌿𐍈𐌴 	 duwe	duwhe 	daweil! de.why?	 why
𐌷𐌰𐌻𐌳𐌹𐍃 	 ḫaldιs	ḫaldιs 	hold??	 more
𐌷𐌰𐌻𐌹𐍃𐌰𐌹𐍅 	 ḫalιsaιw	ḫalιsaιv 	<<	 hardly,ever,scarcely
𐌷𐌰𐌿𐌷𐌰𐌱𐌰 	 ḫøḫaba	ḫauḫaba 	hoch.habe high.be	 highly
𐌷𐌰𐌿𐌷𐌹𐍃 	 ḫøḫιs	ḫauḫιs 	hohes	higher!
𐌷𐌰𐍂𐌳𐌰𐌱𐌰 	 ḫardaba	ḫardaba 	hard.be	harshly
𐌷𐌰𐍂𐌳𐌿𐌱𐌰 	 ḫarduba	ḫarduba 	hard.be	 harshly
𐌷𐌴𐍂 	 ḫer	ḫer 	hier here < hither ORTHO?	 here
𐌷𐌹𐌳𐍂𐌴 	 ḫιdre	ḫιdre 	hither ++	 hither,here
𐌷𐌹𐌳𐍂𐌴𐌹 	 ḫιdreι	ḫιdreι 	hither ++	hither
𐌸𐌰𐌸𐍂𐍉 	 ƌaƌru	ƒaƒrō 	~danndro?  ~thence	 thence
𐌸𐌰𐌽 	 ƌan	ƌen	dann then	 then,when
𐌸𐌰𐍂 	 ƌar	ƌer	dar da there	 there,place
𐌸𐌰𐍄𐌰𐌹𐌽𐌴𐌹 	 ƌataιneι	ƒataιneι 	dat.eine that.one	only
𐌸𐌹𐌿𐌱𐌾𐍉 	 ƌιubɕu	ƒιubɕō 	diebisch thefty	 secretly,furtively,covertly
𐌸𐌹𐌿𐌳𐌹𐍃𐌺𐍉 	 ƌιudιschu	ƒιudιshō 	deutsch! [völkisch]	(Christianity) in a manner characteristic of heathens or gentiles
𐌸𐌹𐍃𐌷𐌿𐌽 	 ƌιsḫun	ƒιsḫun 	insBESONders/specialn (𐌸:ps/sp!)	 especially,particularly,above all
𐌹𐌱𐌰𐌹 	 ιbaι	ιbaι 	if < 𐌾𐌰𐌱𐌰𐌹 given	if
𐌹𐌽 𐍆𐍂𐌿𐌼𐌹𐍃𐍄𐌾𐌰𐌼 	 ιn frumιstɕam	ιn frumιstɕam 	in foremost…	 first of all
𐌹𐌽𐌽 	 ιnn	ιnn 	in	 in
𐌹𐌽𐌽𐌰 	 ιnna	ιnna 	inner	 in,innerhalb
𐌹𐌽𐌽𐌰𐌸𐍂𐍉 	 ιnnaƌru	ιnnaƒrō 	inner.thru  inner.fro'	 from,inside
𐌹𐌽𐌽𐌰𐌽𐌰 	 ιnnana	ιnnana 	innen.von (𐌰:va!) von.innen von.inner	 von,aus,vor
𐌹𐌿𐌳𐌰𐌹𐍅𐌹𐍃𐌺𐍉 	 ιudaιweschu	ιudaιvιshō 	Juden.weisig	 Jewishly
𐌹𐌿𐍀 	 ιup	ιup 	up <> herauf	 upwards
𐌹𐌿𐍀𐌰 	 ιupa	ιupa 	über over	 above
𐌹𐌿𐍀𐌰𐌸𐍂𐍉 	 ιupaƌru	ιupaƒrō 	über.durch over.for 	 von,aus,von,von,vor
𐌼𐌰𐌹𐍃 	 maιs	maιs 	mais much mores 𓂋  	 more
𐌼𐌰𐌽𐍅𐌿𐌱𐌰 	 manwuba	manvuba 	manned	 preparedly
𐌼𐌹𐌸 	 mιƌ	mιƒ 	mit mwith amidst!	 along,together
𐌼𐌹𐌺𐌹𐌻𐌰𐌱𐌰 	 mιkιlaba	mιkιlaba 	megalopa muchly.bar	 greatly
𐌼𐌹𐌽𐍃 	 mιns	mιns 	minus moins	 less,fewer
𐌼𐌹𐍃𐍃𐍉 	 mιssu	mιssō 	mittel(bar)	 reciprocally
𐌽𐌴 	 ne	ne 	ney, nein	no
𐌽𐌴𐌹 	 neι	neι 	ney, nein, de.nial	 not at all
𐌽𐌴𐍈 	 new	newh 	nahr near (𐍈:ra)	 near,close
𐌽𐌹 	 nι	nι 	ney, nie	no, never
𐌽𐌿 	 nu	nu 	nun now	 now
𐌾𐌰 	 ɕa	ɕa 	gar! ja!	yes
𐌾𐌰𐌹 	 ɕaι	ɕaι 	gar! ja! yay okay ++	yes
𐌾𐌰𐌹𐌽𐌰𐍂 	 ɕaιnar	ɕaιnar 	gar nahr, yonder	 over there,yonder
𐌾𐌰𐌹𐌽𐌳 	 ɕaιnd	ɕaιnd 	yonder	 thither
𐌾𐌰𐌹𐌽𐌳𐍂𐌴 	 ɕaιndre	ɕaιndre 	yonder	 thither
𐌾𐌰𐌹𐌽𐌸𐍂𐍉 	 ɕaιnƌru	ɕaιnƒrō 	 	 von,aus,von,von,vor
𐌾𐌿 	 ɕun	ɕun 	schon soon 𐍃𐌿𐌽𐍃 < gehn 𐌾𐌿 𐌽𐌿:nun 	 bereits,schon
𐌿𐌱𐌹𐌻𐌰𐌱𐌰 	 ubelaba	ubιlaba 	übel.habe evilly	 badly,evilly
𐌿𐌷𐍄𐌴𐌹𐌲𐍉 	 uḫteιgu	uḫteιgō 	8-tig ?	 seasonably,opportunely
𐌿𐌽𐌰𐌽𐌰𐍃𐌹𐌿𐌽𐌹𐌱𐌰 	 unanasιunιba	unanasιunιba 	~unansehnbar	 invisibly
𐌿𐌽𐌲𐌰𐍄𐌰𐍃𐍃𐌰𐌱𐌰 	 ungatassaba	ungatassaba 	ungetidybar	 untidily,unrulily,disorderly
𐌿𐌽𐌳𐌰𐍂 	 undtar	undar 	unter under	under
𐌿𐌽𐍃𐌰𐌷𐍄𐌰𐌱𐌰 	 unsaḫtaba	unsaḫtaba 	un.sagt.haber un.zank.bar	 undisputably,incontrovertibly
𐌿𐌽𐍆𐌰𐌹𐍂𐌹𐌽𐍉𐌳𐌰𐌱𐌰 	 unfaιrιnudaba	unfaιrιnōdaba 	unvernotbar	 unblamably,blamelessly
𐌿𐍄 	 ut	out 	aus out	 out,of
𐌿𐍄𐌰 	 uta	outa 	äusser outer  ( AR 𐌰 vs AL 𐌻 )	 outside
𐌿𐍄𐌰𐌸𐍂𐍉 	 utaƌru	outaƒrō 	outer (full ortho.)	 from,outside
𐌿𐍆 	 ab	of- 	(her)ab!  	under (ƒ)
𐌿𐍆𐌰𐍂 	 über	over 	" über	over "	over
𐌿𐍆𐍄𐌰 	 abta	of-ta 	oft, often	often,ofttimes
𐌿𐍆𐍄𐍉 	 abtu	of-tō 	auto:selbst(verständlich) authority?	sure: 𐌰𐌿𐍆𐍄𐍉 (auftō)
𐍂𐌰𐌹𐌷𐍄𐌰𐌱𐌰 	 raιḫtaba	raιḫtaba 	recht.habe recht.bar right.be	 correctly,straightly,straightforwardly
𐍃𐌰𐌼𐌰𐌸 	 samaƌ	samaƒ 	sammt sammen sammeln √Sambeth(tag)	 together
𐍃𐌹𐌼𐌻𐌴 	 sιmle	sιmle 	some(time) ≠ simultan	 once,sometime
𐍃𐌽𐌹𐌿𐌼𐌿𐌽𐌳𐍉 	 snιumundu	snιumundō 	schwind.ment!	 quickly,hurriedly
𐍃𐌽𐌹𐌿𐌼𐌿𐌽𐌳𐍉𐍃 	 snιumundus	snιumundōs 	schwind.ment!	 urgently,haste
𐍃𐌿𐌽𐌳𐍂𐍉 	 sundru	sundrō 	sonder++ asunder	 alone,asunder,apart,privately
𐍃𐌿𐌽𐌾𐌰𐌱𐌰 	 sunigaba	sunɕaba 	𐍈 sonnig=right 𓇳  san  三 𓊹𓊹𓊹	truely 𓊹𓊹𓊹 
𐍃𐌿𐌽𐍃 	 suns	suns 	schon, soon, sans delay	 immediately,at once,soon
𐍃𐍀𐍂𐌰𐌿𐍄𐍉 	 sprøtu	sprautō 	sprinty!	 schnell,rasch,geschwind
𐍃𐍅𐌰 	 swe	sva 	so as wie	 so,thus,like
𐍃𐍅𐌰𐍂𐌴 	 swere	svare 	so-wahr … so-war	 reason,vain
𐍃𐍅𐌰𐍃𐍅𐌴 	 sweswe	svasve 	so as wie ++	 as
𐍃𐍅𐌹𐌺𐌿𐌽𐌸𐌰𐌱𐌰 	 swekunƌaba	svιkunƒaba 	syn.kunde : bekannt!	 openly,expressly
𐍄𐍂𐌹𐌲𐌲𐍅𐌰𐌱𐌰 	 trιngweba	trιngvaba 	true…bar truth <<	 faithfully,confidently
𐍅𐌰𐌹𐌻𐌰 	 weιla	vaιla 	well	 well
𐍅𐌰𐌹𐍂𐌰𐌻𐌴𐌹𐌺𐍉 	 weιraleιku	vaιraleιkō 	viralig force.like	 manly
𐍅𐌰𐌹𐍂𐌸𐌰𐌱𐌰 	 weιrƌaba	vaιrƒaba 	wert-haben wertig worthy	 worthily
𐍅𐌰𐌹𐍄𐌴𐌹 	 weιteι	vaιteι 	vielleicht?	 perhaps
𐍆𐌰𐌹𐍂𐍂𐌰𐌸𐍂𐍉 	 verraƌru	faιrraƒrō 	vor fro' 	 von,aus,von,von,vor
𐍆𐌰𐌿𐍂𐌰 	 vor	fore- 	" vor	fore- "	 in front,before
𐍆𐌹𐌻𐌰𐌿𐍃 	 fιløs	fιlaus 	viel… voll far 𐍆𐌹𐌻𐌰 by-far	 greatly,by far
𐍆𐌹𐌻𐌿 	 fιlu	fιlu 	viel, very!	 much,a lot,very
𐍆𐍂𐌰𐌼 	fram	forma	far! for[wards] forth!! <<	 forwards,forth,away,further
𐍆𐍂𐌰𐌼𐌹𐍃 	framis	formιs 	far-from = fram!	 far,farther
𐍆𐍂𐌰𐌼𐍅𐌰𐌹𐍂𐌸𐌹𐍃 	 vermweιrƌιs	formvaιrƒιs 	from.werdend fortfahr.do : future <<	 continue, continuing,future
𐍆𐍂𐌰𐌼𐍅𐌹𐌲𐌹𐍃 	 vermwegιs	formvιgιs 	forimweges  🤍 für immer	 forever,evermore
𐍆𐍂𐍉𐌳𐌰𐌱𐌰 	 frudaba	frōdaba 	frucht.bar fruitful > witty	 intelligently
𐍈𐌰𐌳 	 wadh	whad 	was what	what
𐍈𐌰𐌳𐍂𐌴 	 wadre	whadre 	 whither	 whither
𐍈𐌰𐌸 	 waƌ	whaƒ 	woda wohin whereto (𐍈𐌰𐍂 where>wheel)	 whither
𐍈𐌰𐌸𐍂𐍉 	 waƌru	whaƒrō 	wodar woher wo.thru what.fro' were.fro'	 whence
𐍈𐌰𐌹𐍅𐌰 	 waιwe	whaιva 	wie.how	 how
𐍈𐌰𐌽 	 wan	whe 	wann, when	 when,whenever,if,degree,how,much,many
𐍈𐌰𐌽𐌷𐌿𐌽 	 wanḫun	whanḫun 	wann nun	 ever
𐍈𐌰𐍂 	 war	whar 	wo ar, where	 where
𐍈𐌰𐍂𐌿𐌷 	 waruḫ	wharuḫ 	woauch(immer) where.any where.now	 anywhere,everywhere
